product_id,name,category,brand,price,description,specifications,features,rating,stock_count
296,OnePlus 12,Smartphone,OnePlus,222505,Versatile smartphone designed for professional work with exceptional performance and modern features.,"Display: 11.4-inch LCD, Storage: 256GB, RAM: 4GB, Battery: 5578mAh","High refresh rate, Fingerprint, Water resistant, Fast charging, AMOLED display, 5G",4.2,89
297,Realme 11 Pro+,Smartphone,Realme,278173,Sleek smartphone designed for professional work with exceptional performance and modern features.,"Display: 5.6-inch Retina, Storage: 128GB, RAM: 4GB, Battery: 3114mAh","Face unlock, Water resistant, Wireless charging, Fingerprint",3.9,54
298,Nothing Phone (1),Smartphone,Nothing,240471,Versatile smartphone designed for gaming with exceptional performance and modern features.,"Display: 7.6-inch OLED, Storage: 128GB, RAM: 16GB, Battery: 3542mAh","Multiple cameras, High refresh rate, Fingerprint, Face unlock, Fast charging",4.6,87
299,Poco F5 Pro,Smartphone,Poco,221840,High-performance smartphone designed for creativity with exceptional performance and modern features.,"Display: 12.4-inch AMOLED, Storage: 1TB, RAM: 8GB, Battery: 3939mAh","Fast charging, Multiple cameras, Water resistant, Wireless charging, Fingerprint, AMOLED display",5.0,85
300,Honor 90,Smartphone,Honor,299079,Professional smartphone designed for creativity with exceptional performance and modern features.,"Display: 11.6-inch LCD, Storage: 512GB, RAM: 16GB, Battery: 3379mAh","Fast charging, AMOLED display, Fingerprint",4.4,49
301,Nothing Phone (2),Smartphone,Nothing,67275,Advanced smartphone designed for professional work with exceptional performance and modern features.,"Display: 11.5-inch OLED, Storage: 256GB, RAM: 12GB, Battery: 5119mAh","Wireless charging, Face unlock, AMOLED display, AI photography",4.9,23
302,Honor 90,Smartphone,Honor,272005,Reliable smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.2-inch AMOLED, Storage: 1TB, RAM: 6GB, Battery: 3212mAh","AMOLED display, 5G, Face unlock, AI photography, Multiple cameras",3.8,42
303,Lava Agni 2,Smartphone,Lava,144216,Professional smartphone designed for daily use with exceptional performance and modern features.,"Display: 7.6-inch LCD, Storage: 512GB, RAM: 4GB, Battery: 5024mAh","Fingerprint, 5G, Water resistant, AMOLED display",4.7,16
304,Vivo T2 Pro,Smartphone,Vivo,256528,High-performance smartphone designed for creativity with exceptional performance and modern features.,"Display: 11.1-inch OLED, Storage: 1TB, RAM: 6GB, Battery: 5491mAh","Water resistant, 5G, Face unlock, AI photography, Fingerprint, High refresh rate",4.9,72
305,Realme 11 Pro+,Smartphone,Realme,193275,Versatile smartphone designed for gaming with exceptional performance and modern features.,"Display: 5.2-inch OLED, Storage: 64GB, RAM: 16GB, Battery: 4704mAh","AI photography, Water resistant, Fast charging, 5G, High refresh rate, Wireless charging",4.3,29
306,Infinix GT 10 Pro,Smartphone,Infinix,114748,Sleek smartphone designed for productivity with exceptional performance and modern features.,"Display: 8.1-inch Retina, Storage: 256GB, RAM: 16GB, Battery: 3024mAh","Fingerprint, Water resistant, AMOLED display, Face unlock, Fast charging, Multiple cameras",4.8,63
307,Honor Magic5 Pro,Smartphone,Honor,83520,Powerful smartphone designed for daily use with exceptional performance and modern features.,"Display: 6.8-inch AMOLED, Storage: 512GB, RAM: 8GB, Battery: 5095mAh","Fingerprint, Water resistant, Face unlock",3.6,96
308,Google Pixel 8 Pro,Smartphone,Google,274950,Versatile smartphone designed for gaming with exceptional performance and modern features.,"Display: 5.2-inch OLED, Storage: 64GB, RAM: 16GB, Battery: 4704mAh","AI photography, Water resistant, Fast charging, 5G, High refresh rate, Wireless charging",4.3,5
309,Motorola Edge+ (2023),Smartphone,Motorola,147738,Cutting-edge smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.6-inch AMOLED, Storage: 1TB, RAM: 4GB, Battery: 3660mAh","Fast charging, AI photography, Wireless charging, Fingerprint, Face unlock",4.7,79
310,HP Envy 16,Laptop,HP,69875,Cutting-edge laptop designed for daily use with exceptional performance and modern features.,"Display: 15.0-inch FHD, Storage: 1TB SSD, RAM: 32GB, Processor: Intel i5","Dedicated graphics, Touch screen, USB-C, Wi-Fi 6, SSD storage",4.9,98
311,Apple MacBook Pro 16-inch (M2 Max),Laptop,Apple,155272,Reliable laptop designed for gaming with exceptional performance and modern features.,"Display: 17.2-inch 2K, Storage: 256GB SSD, RAM: 8GB, Processor: AMD Ryzen 9","Fingerprint reader, Touch screen, Long battery life",3.9,87
312,Framework Laptop 13,Laptop,Framework,92381,Advanced laptop designed for business with exceptional performance and modern features.,"Display: 17.1-inch QHD, Storage: 256GB SSD, RAM: 32GB, Processor: Intel i5","Wi-Fi 6, Touch screen, USB-C",3.6,11
313,Asus Zenbook 14 OLED,Laptop,Asus,298073,Cutting-edge laptop designed for productivity with exceptional performance and modern features.,"Display: 15.2-inch QHD, Storage: 256GB SSD, RAM: 8GB, Processor: Intel i5","Wi-Fi 6, USB-C, Dedicated graphics, Lightweight, Touch screen",4.6,30
314,Vivo V29 Pro,Smartphone,Vivo,29726,Professional smartphone designed for business with exceptional performance and modern features.,"Display: 10.7-inch AMOLED, Storage: 64GB, RAM: 16GB, Battery: 3792mAh","AI photography, AMOLED display, 5G, Multiple cameras, Fast charging, High refresh rate",4.9,18
315,Moto G84,Smartphone,Moto,196687,Innovative smartphone designed for entertainment with exceptional performance and modern features.,"Display: 10.9-inch Retina, Storage: 256GB, RAM: 8GB, Battery: 4829mAh","AI photography, Multiple cameras, Water resistant",4.3,67
316,Vivo T2 Pro,Smartphone,Vivo,162259,Professional smartphone designed for business with exceptional performance and modern features.,"Display: 11.7-inch LCD, Storage: 256GB, RAM: 12GB, Battery: 5470mAh","High refresh rate, Wireless charging, AMOLED display, 5G",4.7,46
317,Moto G84,Smartphone,Moto,33401,Versatile smartphone designed for business with exceptional performance and modern features.,"Display: 7.1-inch Retina, Storage: 64GB, RAM: 6GB, Battery: 4621mAh","AI photography, Face unlock, High refresh rate, 5G",4.7,14
318,Asus ROG Phone 8 Pro,Smartphone,Asus,26102,Sleek smartphone designed for productivity with exceptional performance and modern features.,"Display: 9.9-inch OLED, Storage: 1TB, RAM: 4GB, Battery: 4697mAh","Fast charging, Water resistant, Face unlock, High refresh rate, Wireless charging",4.2,45
319,Asus Zenfone 10,Smartphone,Asus,168893,High-performance smartphone designed for gaming with exceptional performance and modern features.,"Display: 9.4-inch AMOLED, Storage: 512GB, RAM: 16GB, Battery: 4293mAh","AMOLED display, Face unlock, Fast charging",4.0,98
320,Motorola Edge+ (2023),Smartphone,Motorola,94463,Powerful smartphone designed for professional work with exceptional performance and modern features.,"Display: 5.6-inch OLED, Storage: 64GB, RAM: 4GB, Battery: 5158mAh","Fast charging, Wireless charging, Water resistant",4.8,22
321,Dell Precision 5680,Laptop,Dell,271328,Professional laptop designed for gaming with exceptional performance and modern features.,"Display: 17.2-inch 2K, Storage: 512GB SSD, RAM: 16GB, Processor: M3","Long battery life, Thunderbolt, Dedicated graphics, USB-C, Lightweight",4.8,65
322,Honor Magic5 Pro,Smartphone,Honor,256340,Powerful smartphone designed for gaming with exceptional performance and modern features.,"Display: 9.1-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 5059mAh","5G, Water resistant, Wireless charging, Fast charging, AI photography",4.0,66
323,Samsung Galaxy S23 FE,Smartphone,Samsung,40579,Versatile smartphone designed for daily use with exceptional performance and modern features.,"Display: 9.1-inch Retina, Storage: 256GB, RAM: 16GB, Battery: 5922mAh","5G, Fingerprint, Wireless charging, High refresh rate, AMOLED display, Face unlock",3.6,90
324,Apple MacBook Air (M2),Laptop,Apple,156010,Professional laptop designed for entertainment with exceptional performance and modern features.,"Display: 13.8-inch 2K, Storage: 512GB SSD, RAM: 8GB, Processor: Intel i9","SSD storage, Touch screen, Dedicated graphics, USB-C, Fingerprint reader",4.8,77
325,Apple MacBook Air 15-inch (M2),Laptop,Apple,241180,High-performance laptop designed for creativity with exceptional performance and modern features.,"Display: 15.7-inch 2K, Storage: 1TB SSD, RAM: 8GB, Processor: Intel i5","Fingerprint reader, SSD storage, Thunderbolt",5.0,76
326,Apple MacBook Air 15-inch (M2),Laptop,Apple,44418,Powerful laptop designed for daily use with exceptional performance and modern features.,"Display: 16.1-inch FHD, Storage: 256GB SSD, RAM: 32GB, Processor: M3","Thunderbolt, Long battery life, Fingerprint reader, USB-C, Backlit keyboard, Wi-Fi 6",4.8,61
327,OnePlus Nord 3,Smartphone,OnePlus,42117,Sleek smartphone designed for entertainment with exceptional performance and modern features.,"Display: 8.8-inch Retina, Storage: 512GB, RAM: 6GB, Battery: 4077mAh","5G, Fingerprint, Water resistant",3.5,56
328,OnePlus Nord 3,Smartphone,OnePlus,288012,Innovative smartphone designed for entertainment with exceptional performance and modern features.,"Display: 7.4-inch Retina, Storage: 64GB, RAM: 6GB, Battery: 4548mAh","AMOLED display, 5G, Fingerprint, Fast charging, AI photography",4.9,77
329,Lenovo Yoga 9i Gen 8,Laptop,Lenovo,138754,Powerful laptop designed for entertainment with exceptional performance and modern features.,"Display: 13.7-inch 4K, Storage: 512GB SSD, RAM: 64GB, Processor: Intel i5","Lightweight, USB-C, Backlit keyboard, Dedicated graphics, Touch screen, Fingerprint reader",3.6,55
330,Nokia G42,Smartphone,Nokia,223394,Innovative smartphone designed for content creation with exceptional performance and modern features.,"Display: 7.7-inch LCD, Storage: 512GB, RAM: 8GB, Battery: 3573mAh","Fingerprint, AI photography, AMOLED display",3.8,8
331,Infinix GT 10 Pro,Smartphone,Infinix,100740,Advanced smartphone designed for daily use with exceptional performance and modern features.,"Display: 5.1-inch LCD, Storage: 512GB, RAM: 8GB, Battery: 5476mAh","5G, Multiple cameras, Wireless charging, Fingerprint, AMOLED display, AI photography",4.6,77
332,LG Gram Style,Laptop,LG,241946,Professional laptop designed for professional work with exceptional performance and modern features.,"Display: 14.9-inch QHD, Storage: 2TB SSD, RAM: 16GB, Processor: Intel i5","Touch screen, USB-C, Lightweight, Dedicated graphics, SSD storage",4.0,41
333,Dell XPS 15 (2023),Laptop,Dell,15987,Powerful laptop designed for daily use with exceptional performance and modern features.,"Display: 16.1-inch 2K, Storage: 1TB SSD, RAM: 8GB, Processor: M3","Fingerprint reader, USB-C, Lightweight, Backlit keyboard",4.4,61
334,Dell Alienware m18,Laptop,Dell,43073,Reliable laptop designed for gaming with exceptional performance and modern features.,"Display: 17.2-inch 2K, Storage: 256GB SSD, RAM: 8GB, Processor: AMD Ryzen 9","Fingerprint reader, Touch screen, Long battery life",3.9,51
335,Motorola Razr+ (2023),Smartphone,Motorola,66077,Innovative smartphone designed for business with exceptional performance and modern features.,"Display: 6.2-inch AMOLED, Storage: 1TB, RAM: 12GB, Battery: 4377mAh","Fingerprint, Water resistant, Wireless charging, Face unlock",4.1,11
336,Nothing Phone (1),Smartphone,Nothing,225848,High-performance smartphone designed for creativity with exceptional performance and modern features.,"Display: 12.4-inch AMOLED, Storage: 1TB, RAM: 8GB, Battery: 3939mAh","Fast charging, Multiple cameras, Water resistant, Wireless charging, Fingerprint, AMOLED display",4.1,98
337,Sony Xperia 1 V,Smartphone,Sony,109498,Innovative smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.9-inch OLED, Storage: 512GB, RAM: 16GB, Battery: 4687mAh","Face unlock, AMOLED display, Multiple cameras",3.9,72
338,Moto G84,Smartphone,Moto,279252,Powerful smartphone designed for daily use with exceptional performance and modern features.,"Display: 12.1-inch Retina, Storage: 1TB, RAM: 6GB, Battery: 5875mAh","Multiple cameras, AMOLED display, Fingerprint, Wireless charging, 5G, Fast charging",4.7,52
339,Lava Agni 2,Smartphone,Lava,140480,Powerful smartphone designed for professional work with exceptional performance and modern features.,"Display: 5.6-inch OLED, Storage: 64GB, RAM: 4GB, Battery: 5158mAh","Fast charging, Wireless charging, Water resistant",4.2,81
340,Xiaomi 14 Ultra,Smartphone,Xiaomi,172126,Sleek smartphone designed for creativity with exceptional performance and modern features.,"Display: 10.9-inch LCD, Storage: 512GB, RAM: 4GB, Battery: 4032mAh","Wireless charging, Fast charging, Multiple cameras",4.8,16
341,Lenovo Yoga 9i Gen 8,Laptop,Lenovo,52306,Reliable laptop designed for daily use with exceptional performance and modern features.,"Display: 14.2-inch QHD, Storage: 1TB SSD, RAM: 32GB, Processor: AMD Ryzen 9","Touch screen, Dedicated graphics, USB-C, Backlit keyboard, SSD storage",4.1,79
342,OnePlus Nord 3,Smartphone,OnePlus,77539,Professional smartphone designed for business with exceptional performance and modern features.,"Display: 11.7-inch LCD, Storage: 256GB, RAM: 12GB, Battery: 5470mAh","High refresh rate, Wireless charging, AMOLED display, 5G",4.6,82
343,Razer Blade 18,Laptop,Razer,20734,Sleek laptop designed for gaming with exceptional performance and modern features.,"Display: 16.0-inch FHD, Storage: 1TB SSD, RAM: 16GB, Processor: Intel i9","Touch screen, SSD storage, Fingerprint reader",4.7,93
344,Asus Zenfone 10,Smartphone,Asus,53300,Premium smartphone designed for gaming with exceptional performance and modern features.,"Display: 11.0-inch OLED, Storage: 128GB, RAM: 12GB, Battery: 3693mAh","Water resistant, Fingerprint, Multiple cameras, Wireless charging",4.8,12
345,Samsung Galaxy Z Fold 5,Smartphone,Samsung,151446,Innovative smartphone designed for content creation with exceptional performance and modern features.,"Display: 9.8-inch AMOLED, Storage: 256GB, RAM: 6GB, Battery: 4973mAh","Fingerprint, AI photography, Fast charging, AMOLED display, Wireless charging",5.0,7
346,Samsung Galaxy Chromebook 2,Laptop,Samsung,56146,Sleek laptop designed for productivity with exceptional performance and modern features.,"Display: 14.3-inch 4K, Storage: 512GB SSD, RAM: 16GB, Processor: Intel i7","USB-C, Dedicated graphics, SSD storage, Lightweight, Thunderbolt, Touch screen",3.6,9
347,Huawei P60 Pro,Smartphone,Huawei,52024,Sleek smartphone designed for creativity with exceptional performance and modern features.,"Display: 12.2-inch OLED, Storage: 256GB, RAM: 4GB, Battery: 3043mAh","Multiple cameras, Wireless charging, AMOLED display",4.3,34
348,Asus Zenbook 14 OLED,Laptop,Asus,16502,Versatile laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.0-inch FHD, Storage: 2TB SSD, RAM: 32GB, Processor: AMD Ryzen 7","Lightweight, Long battery life, Thunderbolt, Dedicated graphics",4.2,64
349,Xiaomi 13T Pro,Smartphone,Xiaomi,192416,Versatile smartphone designed for professional work with exceptional performance and modern features.,"Display: 7.7-inch AMOLED, Storage: 64GB, RAM: 6GB, Battery: 3138mAh","Wireless charging, Fingerprint, High refresh rate",5.0,72
350,Samsung Galaxy Chromebook 2,Laptop,Samsung,172918,Professional laptop designed for professional work with exceptional performance and modern features.,"Display: 14.9-inch QHD, Storage: 2TB SSD, RAM: 16GB, Processor: Intel i5","Touch screen, USB-C, Lightweight, Dedicated graphics, SSD storage",4.0,92
351,Vivo T2 Pro,Smartphone,Vivo,80589,Versatile smartphone designed for daily use with exceptional performance and modern features.,"Display: 6.9-inch OLED, Storage: 64GB, RAM: 4GB, Battery: 5973mAh","Fast charging, AMOLED display, Fingerprint, Face unlock, Wireless charging, Water resistant",4.4,63
